Changes.Transects,Changes.Dates,Changes.Dates2,Changes.Years,Changes.Years.Eras,Changes.Distances,Changes.Dist.Eras,Rates.Consec.Eras
14,-16528,1924-10-01,57.786301369863,57.786301369863,205.890758249502,205.890758249502,3.56296827048493
14,-13187,1933-11-24,66.9397260273973,9.15342465753425,199.818583839471,-6.07217441003064,-0.663377330039265
14,-6809,1951-05-12,84.413698630137,17.4739726027397,213.280435068391,13.4618512289197,0.770394433765396
14,1568,1974-04-18,107.364383561644,22.9506849315068,343.75481317022,130.47437810183,5.68498842153133
14,12381,2003-11-25,136.98904109589,29.6246575342466,519.434195260629,175.679382090408,5.93017427753621
14,13208,2006-03-01,139.254794520548,2.26575342465753,557.007813774868,37.5736185142396,16.5832778206741
15,-37620,1867-01-01,0,0,0,0,0
15,-16528,1924-10-01,57.786301369863,57.786301369863,197.702386293307,197.702386293307,3.4212673524112
15,-13187,1933-11-24,66.9397260273973,9.15342465753425,186.443033567093,-11.259352726214,-1.23006996260644
15,-6809,1951-05-12,84.413698630137,17.4739726027397,187.329925998021,0.88689243092847,0.0507550544510648
15,1568,1974-04-18,107.364383561644,22.9506849315068,300.137397747245,112.807471749224,4.91521155407267
15,12381,2003-11-25,136.98904109589,29.6246575342466,511.702173699129,211.564775951884,7.14150959238302
15,13208,2006-03-01,139.254794520548,2.26575342465753,566.966633192093,55.2644594929643,24.3912064267618
16,-37620,1867-01-01,0,0,0,0,0
16,-16528,1924-10-01,57.786301369863,57.786301369863,172.328514138707,172.328514138707,2.98216895792851
16,-13187,1933-11-24,66.9397260273973,9.15342465753425,182.301223447724,9.97270930901618,1.08950580598351
16,-6809,1951-05-12,84.413698630137,17.4739726027397,150.722833972145,-31.5783894755791,-1.80716716189814
16,1568,1974-04-18,107.364383561644,22.9506849315068,238.343337268307,87.6205032961629,3.817772914301
16,12381,2003-11-25,136.98904109589,29.6246575342466,515.578509812053,277.235172543745,9.35825746587136
16,13208,2006-03-01,139.254794520548,2.26575342465753,578.376822956325,62.798313144272,27.716305075767
17,-37620,1867-01-01,0,0,0,0,0
