"TRANSECT","01/01/1855 12:00:01 AM","01/01/1867 12:00:01 AM","08/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","11/24/1933 12:00:01 AM","05/12/1951 12:00:01 AM","04/18/1974 12:00:01 AM","12/29/2002 12:00:01 AM","11/25/2003 12:00:01 AM","03/01/2006 12:00:01 AM"
391,-83.8448375751447,NA,-5.0167596468007,NA,-32.6569579411494,-28.355348045573,-48.5280216958797,NA,-101.31194472314,-101.23331722696
392,-63.9995822718714,NA,-5.0864454560448,NA,-33.4983754155684,-25.0892612244094,-51.2465511286217,NA,-100.572470987729,-101.213577334448
393,-53.3742957944852,NA,-5.1460158272346,NA,-34.3435567694467,-28.268664410694,-56.8927482777732,NA,-105.893191616834,-104.600690299036
394,-35.4084368218476,NA,-6.5236825194442,NA,-35.8628799282261,-29.630834340037,-75.6438250129789,NA,-77.5808158874377,-76.6080462896403
395,-22.3129691703276,NA,-5.0082684548373,NA,-29.0097155417744,-21.8125369393848,-58.3565142334702,NA,-57.8785849307235,-57.8201649049393
396,-13.5166343571634,NA,-5.0014841493254,NA,-31.2971555589427,-26.1701128204956,-58.5589029470364,NA,-59.1391132878885,-58.653209278287
397,-5.0908938306652,NA,-7.8942271379722,NA,-35.5607356196892,-32.4121190903196,-56.2444290493743,NA,-61.3199827680589,-62.4932678791876
398,-5.0433161223231,NA,-17.3260339707516,NA,-43.3021897492059,-42.3182157932626,-61.1840272284944,NA,-66.9290873056537,-68.58565070926
399,-5.5709789126603,NA,-40.7134105835968,NA,-65.9645044920335,-63.3113752509452,-86.945492239081,NA,-87.7580133772281,-87.7580201458702
400,-8.6920453872992,-5.3879995999505,-64.48257234247,NA,-88.2035015918223,-84.9843091499344,-112.107242380694,NA,-110.340087738189,-110.767116924866
401,-6.4205127196515,-5.1058413398822,-77.4628571811606,NA,-103.171642322202,-99.2495604378211,-127.662938921404,NA,-124.67291835391,-124.904643817735
402,-6.2247096628958,-5.0262931486143,-85.0231650453779,NA,-112.575304816261,-107.41101169635,-136.280110159776,NA,-134.025664348391,-134.099591890274
403,-9.0023124067104,-5.0045285976689,-91.1847628901054,NA,-115.5359822274,-111.42251838426,-140.645937597026,NA,-140.883843484531,-140.690187690897
404,-5.0569477820949,-6.1932303877068,-90.609780201685,NA,-113.33030472626,-108.807557856103,-137.393841073726,NA,-140.006870569103,-140.21626859952
405,-6.7867055195661,-5.0087852660323,-84.2469845101027,NA,-106.732497491303,-103.005736051792,-132.372194750022,NA,-135.106868806819,-135.58007187945
406,-5.0117806383777,-5.3636801674008,-79.5085151936505,NA,-103.499579388265,-99.9751434408569,-130.916120239475,NA,-133.908756479486,-134.257640332517
407,-5.2224864247961,-11.0189069338785,-78.4613929003847,NA,-103.533058106643,-103.096857302541,-134.20487822365,NA,-136.216181969576,-135.926052838719
408,NA,-5.02554951883,-68.1770559264251,NA,-93.2445623747061,-96.4554181960756,-124.388593196136,NA,-127.099977507696,-127.164261642685
409,NA,-5.0040818097995,-64.1745963296471,NA,-89.1215939849318,-89.9173590617612,-123.75410584942,NA,-124.711992901159,-124.484547235891
410,NA,-5.0095334249642,-62.8441899823386,NA,-84.7000113211145,-84.4872821822972,-119.871393985033,NA,-122.455729794239,-122.14202817277
411,NA,-5.0082992429748,-58.9349031124528,NA,-79.1314847217972,-81.6112351658002,-112.194720560263,NA,-119.527577807287,-118.980826921259
412,NA,-5.0082992420453,-45.5630066435509,NA,-74.800975537445,-72.6571025111236,-107.095023344504,NA,-116.650318065679,-116.403491274
413,NA,-5.0001028071337,-43.9079186128953,NA,-73.2052140276166,-73.3013158340217,-108.606099057156,NA,-116.739235304924,-116.725157984827
414,NA,-5.0110528984604,-44.3486281770346,NA,-72.1047046213434,-76.6852132764929,-110.354503926536,NA,-118.044502161312,-118.179435799453
415,NA,-5.0079349655801,-47.2620486094535,NA,-74.4141397843953,-81.6264568450724,-116.284638679346,NA,-120.95889980478,-121.222492531847
416,NA,-5.0003413595584,-50.2825354869196,NA,-76.7646087489037,-85.6615341621345,-119.270415762013,NA,-123.079721373013,-123.384915617605
417,NA,-5.0010051532341,-49.9788421079196,NA,-77.4451635782121,-87.8726790321167,-119.347514370839,NA,-123.534278858858,-124.341090715666
418,NA,-5.0143309155338,-48.132704644943,NA,-78.2404655820348,-90.8672618549796,-118.156357932572,NA,-124.348884851945,-124.673110890768
419,NA,-5.0072574486048,-50.677982329193,NA,-82.1726802658619,-86.8741272178829,-124.711245019763,NA,-128.72859649094,-129.301235210473
420,NA,-5.0105046214058,-53.4372091724965,NA,-84.3738217276912,-88.9411952581227,-128.617898575765,NA,-132.625201077068,-131.846586807138
421,NA,-5.0036467249277,-55.1296489756459,NA,-86.3961535709264,-88.218516392633,-129.984552871923,NA,-134.803594748963,-133.928743008601
422,NA,-5.0078732904898,-60.2948908635034,NA,-88.102729543969,-89.8926837729447,-130.299432213306,NA,-136.734738912076,-136.425544743821
423,NA,-5.0161578235193,-65.1381208488017,NA,-89.4536667052707,-96.4458164624754,-136.510644927681,NA,-139.994852412419,-140.339786037706
424,NA,-5.0103411932566,-65.9131099593824,NA,-92.4241727137468,-100.745329931494,-135.17752742197,NA,-143.67187866257,-144.348225614273
425,NA,-5.010341194998,-68.1536055346955,NA,-96.5772115861384,-101.94240605209,-135.760924151156,NA,-147.352863131356,-147.559019625142
426,NA,-5.0246447335697,-73.356337574014,NA,-100.826261331247,-104.275309200354,-142.046935964383,NA,-151.938495199495,-151.278928734478
427,NA,-5.0248192547468,-80.783354206647,NA,-105.145734759079,-114.799985601228,-146.819307380376,NA,-156.888666702675,-156.617365600961
428,NA,-5.02481925347,-87.6481008828102,NA,-111.455932819434,-125.088450574826,-156.106262594322,NA,-161.852099896805,-161.519738243297
429,NA,-5.0248192521351,-88.7747257384677,NA,-119.072036912664,-128.392372888491,-166.616197039616,NA,-166.815533091016,-166.373659899549
430,NA,-5.0012209977435,-89.995437272784,NA,-127.289410432757,-125.516816522633,-170.175782408637,NA,-170.479006892912,-170.796548579418
431,NA,-5.0012209955595,-90.2172483074637,NA,-129.297314919085,-131.795069002941,-169.660092964089,NA,-171.761596767149,-171.901333072997
432,NA,-5.0059006513903,-91.23239975994,NA,-129.788058335651,-123.884526191995,-173.811839814895,NA,-173.13217939547,-174.067363700466
433,NA,-5.0044254296516,-94.6422480126503,NA,-130.822317787255,-126.861586417823,-179.062533857506,NA,-173.83803041599,-176.643431826625
434,NA,-5.0964440151887,-101.551792998399,NA,-137.586530830166,-134.98030939298,-185.66078105326,NA,-178.965071127322,-183.306829251594
435,NA,-5.0181850397959,-106.49889118592,NA,-144.132701080148,-146.270275346857,-191.803262391413,NA,-189.377606228133,-191.79429448944
436,NA,-5.0620605528148,-113.599085950092,NA,-148.809197754435,-150.930858007506,-197.777747162799,NA,-197.213547645169,-199.1084006251
437,NA,-5.0225519085955,-118.453075108746,NA,-153.770774331897,-151.625431002927,-203.137230643232,NA,-202.721590740304,-203.900430480741
438,NA,-5.0029756097518,-120.585565731488,NA,-156.361266099179,-151.805875985949,-205.375438821098,NA,-205.813683204503,-206.968507744284
439,NA,-5.0136399581433,-117.209294321491,NA,-153.538147083373,-151.100327911139,-202.763018203649,NA,-203.623075650641,-204.301939811516
440,NA,-5.0249245103621,-117.718998321337,NA,-153.163825427151,-151.33140195772,-204.538071727785,NA,-204.557873907421,-204.426353270233
441,NA,-5.0071714351761,-116.087421601149,NA,-153.809022128211,-146.029980999564,-204.126007290563,NA,-203.073793733884,-200.17110132331
442,NA,-5.0016226828082,-114.123917504897,NA,-152.486104654913,-144.85690184805,-201.530228408793,NA,-201.720353709018,-198.050224533279
443,NA,-5.0094442278148,-114.930966921988,NA,-154.503953437115,-149.516188768907,-202.683671551991,NA,-203.482837197184,-200.534818064547
444,NA,-5.0327066097966,-111.121456788742,NA,-150.916098723391,-147.470591851401,-198.671359571315,NA,-200.925868933503,-197.253560050225
445,NA,-5.0327066104946,-106.203961897594,NA,-143.914001491592,-145.234560497591,-191.155108165913,NA,-195.234782277202,-190.897496451538
446,NA,-5.0622758479323,-100.279104729198,NA,-135.839848664177,-144.399122730958,-182.522747593656,NA,-188.244153929604,-183.702600617573
447,NA,-5.0622758470594,-93.3942359834592,NA,-127.538874339251,-140.054812857132,-171.348983082922,NA,-180.425497608591,-176.732548880145
448,NA,-5.1553918599162,-85.6889796331416,NA,-117.330369953046,-132.962712696695,-161.542267041429,NA,-170.986808763255,-168.299339494633
449,NA,-5.0837732527272,-74.4862431081224,NA,-104.499394521699,-123.461000633629,-148.615194879518,NA,-159.132772411415,-159.143053376707
450,NA,-5.0661285213206,-64.0288422409866,NA,-93.4372195723052,-110.599989862884,-136.128858346233,NA,-149.806218750067,-150.629692548261
451,NA,-5.0882067657736,-53.5431751389575,NA,-85.0907119665077,-104.72055098638,-125.320119166908,NA,-140.910335118706,-142.14888861106
452,NA,-5.0670933195068,-45.3242830011415,NA,-79.7189247512103,-100.065479101154,-113.502512075302,NA,-132.473416297083,-133.305872033927
453,NA,-5.0699159605572,-40.0716999668112,NA,-72.6976937734459,-98.1716453486397,-105.22080597553,NA,-124.812863514892,-125.148340174195
454,NA,-5.0486736554228,-31.51870059212,NA,-64.6918346721881,-89.5809360873022,-98.4597342154087,NA,-117.583500337464,-117.544185696144
455,NA,-5.0949677307999,-23.7745684093735,NA,-57.6651351509777,-82.4153239177866,-91.5848339417123,NA,-110.317583566378,-108.425176538941
456,NA,-5.0949677312635,-16.2965861294609,NA,-46.2135353365106,-76.2440141692542,-82.3613868315492,NA,-100.708785473642,-98.6795926896349
457,NA,-5.0544244477222,-11.2820103861402,NA,-37.6191097808169,-61.846838580396,-73.2952282012838,NA,-91.3366442999628,-89.7050696048638
458,NA,-5.054424449113,-5.7820100332919,NA,-32.0318283431197,-55.007747489677,-64.8762012573132,NA,-84.0189556226945,-82.0732764811709
459,NA,-8.2363585075669,-5.0668375094166,NA,-33.8549230253722,-53.4265168199762,-67.2175317688567,NA,-78.7018804764024,-78.6668997806946
460,NA,-8.591751965468,-5.0509317135866,NA,-31.622178886354,-47.8855783049216,-59.5047835887228,NA,-69.5009559164343,-71.235185891747
461,NA,-8.079880381382,-5.0509317145129,NA,-27.0937136453325,-45.0820706797922,-47.2943804279355,NA,-62.6914101975038,-64.152535275688
462,NA,-11.0852989786109,-5.0133001595299,NA,-25.5804376478372,-40.8177674903473,-44.7114499211375,NA,-59.4337716853779,-60.2072058348491
463,NA,-14.764118822331,-5.0059377903878,NA,-27.6797906467676,-39.3806325185491,-41.8235635691363,NA,-56.8710630171729,-57.411071815681
464,NA,-15.651735187841,-5.0510172769068,NA,-24.3219851602239,-35.4814146290618,-35.3082557577284,NA,-51.9578266535881,-52.9271562743249
465,NA,-15.7433164158939,-5.0156956984316,NA,-21.0094121680926,-34.6428051947672,-27.2775207014314,NA,-47.4228660960857,-48.1129114514237
466,NA,-16.9522819002629,-5.0067956530058,NA,-23.790407064085,-34.3741636012307,-23.6999756551405,NA,-44.2932043567662,-44.9562000904997
467,NA,-18.0313623120647,-5.0231507153796,NA,-27.2820017412446,-32.9802375019315,-20.5606502579277,NA,-40.9951986522699,-41.6129543709886
468,NA,-15.9607578137531,-5.0249916311843,NA,-29.9262467184202,-28.6403136909943,-14.7118331820464,NA,-36.1940752158852,-36.1340574135654
469,NA,-11.2285936355469,-5.000087209382,NA,-31.8087513726449,-18.6969351735027,-9.4575296577023,NA,-30.0027452380681,-30.2342118718098
470,NA,-11.4587116094688,-5.0069159845272,NA,-35.4414466882338,-12.0326733384844,-11.7622902988346,NA,-26.4426191468649,-26.352546120506
471,NA,-14.3588290618326,-5.0365895379827,NA,-37.0358167531055,-8.4607681896523,-11.920187122014,NA,-25.290280022231,-25.211311423016
472,NA,-22.5391053235319,-13.114691331816,NA,-50.5973969346214,-5.3451824755294,-16.3146306581961,NA,-29.6523355165289,-30.197479216243
473,NA,-28.6887064615713,-22.0705607342589,NA,-57.4274067649381,-5.0004824343436,-23.8802089263736,NA,-32.1415195085182,-32.648102926498
474,NA,-32.7961102069973,-33.404351584958,NA,-60.2164637718321,-5.0493368575805,-29.3853669909405,NA,-33.7558983024304,-33.7296513881933
475,NA,-38.5792589135074,-41.277155466378,NA,-68.4733450943578,-5.0310798872994,-35.6045706674523,NA,-36.796885516124,-36.4351823888384
476,NA,-45.0669269586354,-47.65997481636,NA,-72.5992719919002,-5.1693376655714,-38.6137714947573,NA,-41.2556067946185,-40.7236515147611
477,NA,-50.7388133061986,-55.7281331531737,NA,-79.7003031780772,-5.00137246375,-37.893359955078,NA,-43.2730269808348,-43.0967862257446
478,NA,-53.5305073188771,-59.9249934863189,NA,-78.8452662178288,-5.0035901160734,-37.9116135958319,NA,-42.9284988952081,-43.1011941914694
479,NA,-48.8502876361621,-55.769815373891,NA,-71.5631182305522,-5.0441400618701,-31.6528316303171,NA,-34.1497400189955,-33.8062182346242
480,NA,-49.3681907655775,-55.1581532559542,NA,-74.0068153875041,-5.0220195535681,-27.6417125385865,NA,-30.146870425625,-30.7229809069041
481,NA,-54.6272655914332,-58.8609559875497,NA,-77.7161417049637,-5.0071291939213,-28.2086973821509,NA,-34.8271501475061,-34.6280741730118
482,NA,-59.0723418534271,-68.5882279212571,NA,-80.978004878518,-5.0338325398783,-27.7440360921131,NA,-38.6863392074587,-39.1971717372421
483,NA,-63.4258047656446,-74.9820165799653,NA,-90.3711748194745,-5.1122345030662,-34.3832891988208,NA,-42.4145646525655,-43.5612870154975
484,NA,-64.5184629564143,-75.2744146432693,NA,-98.060083070362,-5.0068586802154,-35.70695301351,NA,-43.5083060979439,-42.9727302470994
485,NA,-64.6408775688467,-74.5802429981529,NA,-99.0704752429899,-5.0209352737455,-36.240526002863,NA,-43.6691642616534,-41.9265822661833
486,NA,-64.1101964339266,-77.6165913077488,NA,-100.061968511517,-5.0005844429532,-39.723349526704,NA,-43.8277540574497,-42.747603125363
487,NA,-64.1364076225682,-78.0217610326181,NA,-103.115375163387,-5.0001483248975,-42.4544883850227,NA,-44.4646809324204,-43.8589682862473
488,NA,-64.1355028882117,-77.6373771857887,NA,-103.223819493348,-5.0093595272886,-45.8412579055943,NA,-45.351804714381,-45.3917175883758
489,NA,-62.9724985773065,-82.1554966018409,NA,-107.740537611857,-5.054754498858,-49.5330459525989,NA,-48.6564076008235,-48.8856734098869
490,NA,-59.763531593903,-88.7734099607186,NA,-112.128203345337,-5.0048093968298,-52.8555905173381,NA,-52.75136830971,-53.3324536392248
491,NA,-53.4051165413385,-88.6500518715173,NA,-110.277504605384,-5.000000012771,-52.9365453426509,NA,-52.7747000661487,-53.0144703129205
492,NA,-48.0228644115301,-87.8971387430364,NA,-110.091743046968,-5.0127126309126,-53.2647007477012,NA,-56.2243272529458,-51.2972096254438
493,NA,-45.1215266999849,-88.0642337304049,NA,-112.035699112411,-5.0156324266414,-54.1828810485458,NA,-61.8727368445153,-52.0538222183087
494,NA,-39.8687031401032,-87.4742808964991,NA,-112.877238738864,-5.00024764927,-54.2788035268802,NA,-66.0688435758906,-50.934591088999
495,NA,-35.0649341139227,-84.0243975569503,NA,-113.695643412698,-5.0031602081563,-53.0038822180534,NA,-59.7862019907294,-47.8501698984193
496,NA,-34.1709601620749,-79.4427520888474,NA,-110.31398060423,-5.0438699065318,-55.7195761108047,NA,-53.1281241991338,-43.8993208829633
497,NA,-33.3358830006352,-80.0804351201145,NA,-105.333640392221,-5.0019502096474,-54.7419210538108,NA,-50.1682230086844,-37.0928138708839
498,NA,-28.7802508210006,-74.4618506983548,NA,-103.267156177931,-5.0060646849617,-50.7213614373569,NA,-42.0728216400663,-27.8134818192306
499,NA,-22.695459108007,-65.2838528013691,NA,-99.0186637264906,-5.0035105368043,-46.5910224339582,NA,-32.7157721452028,-19.0404284719816
500,NA,-14.143286339099,-55.452431004101,NA,-93.8194490714868,-5.0336096569696,-40.2769972787639,NA,-25.821658943835,-6.5784624072977
501,NA,-15.466996514809,-59.7807208740608,NA,-96.1301435158459,-10.3328812135034,-45.1467349249509,NA,-27.6047387191494,-5.00759773457
502,NA,-20.367475144991,-67.7932676796036,NA,-99.7778176693336,-18.1401447850703,-52.4040321925799,NA,-30.1659905178755,-5.0251915088021
503,NA,-26.4334517631135,-72.80706969978,NA,-104.814060785773,-27.4945406130275,-58.9492928121305,NA,-33.2276827283476,-5.004569588662
504,NA,-29.6742707785009,-74.6073834360237,NA,-107.634365393058,-35.5505908626286,-59.6968168220339,NA,-32.4740508981745,-5.028278939851
505,NA,-38.8296982919124,-84.0972283611425,NA,-116.459677339811,-48.2193029989613,-74.0058608325568,NA,-36.9810376706316,-5.1207515603268
506,NA,-47.8424842592216,-92.7624297134174,NA,-123.8979567525,-61.5572973121451,-86.2492749955878,NA,-52.0672251814388,-5.103943312218
507,NA,-49.4140508754657,-90.3523725804513,NA,-126.421430054796,-70.2445526786407,-87.7745904478541,NA,-58.6837056184371,-5.0142112647608
508,NA,-41.3316438547919,-77.5652883297121,NA,-116.264673573996,-67.3649817946189,-81.353906970109,NA,-54.5274508672801,-5.2735946917619
509,NA,-30.3470475770401,-67.5297874757221,NA,-105.458890988357,-61.6618001850017,-66.6888792718194,NA,-47.1750389701908,-5.0326179803397
510,NA,-19.7853669050396,-61.002121537503,NA,-96.9966021036324,-59.5087047398898,-55.9769391098789,NA,-40.5468924754821,-5.1588297079917
511,NA,-10.4727605269962,-54.7796614452891,NA,-88.5566012659382,-52.8972019256837,-46.7429157895628,NA,-37.7560117840499,-5.0401993128045
512,NA,-5.0013589521391,-48.3030050625263,NA,-81.2826268918729,-50.9850573620478,-45.5934687804358,NA,-36.7578044797193,-5.1582948465293
513,NA,-5.018980824277,-41.9912981089652,NA,-79.4550274650663,-52.2095186196891,-44.0916561374934,NA,-36.195209501258,-8.7789690663052
514,NA,-5.0420125351039,-40.5827152992485,NA,-72.1554661846175,-52.9386284837025,-37.4555240106373,NA,-37.5349157605978,-12.8830066231017
515,NA,-5.0054905297926,-32.396833380238,NA,-67.4751363803238,-52.6553668006417,-36.3921396945236,NA,-35.8582825071387,-14.2226545762001
516,NA,-5.0152097984027,-31.8976661478198,NA,-69.8098169885989,-52.2170630961925,-37.1581101279203,NA,-34.5446347278556,-15.0310250344966
517,NA,-5.0159156061375,-30.122209675919,NA,-72.5706064502397,-52.7524681003612,-37.190399643453,NA,-34.5993739296996,-12.8008115340865
518,NA,-5.0195163823226,-29.5025433378275,NA,-75.5876587801802,-49.8655596700992,-36.7199941480958,NA,-34.1637724124766,-12.6157441438835
519,NA,-5.0323832852793,-27.1786590860267,NA,-71.0969471705597,-43.7751953403441,-36.7686907482234,NA,-33.2593391980351,-11.7521872507371
520,NA,-5.0323832852793,-23.5500301602001,NA,-65.4337874208445,-42.7827800688629,-33.6512150146463,NA,-34.1926547580012,-12.5104715638444
521,NA,-5.0475601455263,-22.7139871844528,NA,-60.795796253233,-39.0422889190326,-36.5608714694711,NA,-34.4025032535648,-12.1931195810807
522,NA,-5.0025774037795,-17.356173510453,NA,-55.0615553446422,-37.1041945297155,-38.7535627952409,NA,-34.5823696373073,-11.8565911329513
523,NA,-5.0019096478147,-11.2798919724228,NA,-54.6487423905646,-38.2624855716674,-33.7777170004035,NA,-35.8689937714646,-12.7667909654812
524,NA,-5.035800013477,-7.6564886990788,NA,-52.4342408241214,-37.4842183646697,-34.1045469816043,NA,-35.0098068725185,-11.9925843119544
525,NA,-5.0358000134198,-6.9823734435316,NA,-46.4828410167082,-35.4185479530603,-31.1331869990265,NA,-35.3860674797442,-10.5660055043389
526,NA,-5.0068380380489,-7.539558256809,NA,-42.2821926286151,-32.577753115688,-34.2950421345983,NA,-33.9655093948862,-11.123737357113
527,NA,-5.0029877918646,-6.6256567098252,NA,-42.3847172460634,-32.845735047588,-35.3038347079038,NA,-33.793360022139,-10.5381120437829
528,NA,-5.0004694345761,-5.8034788593783,NA,-42.7992494485586,-29.2670309751156,-39.0728671872325,NA,-34.1425153946355,-10.2515226500503
529,NA,-5.2146446231756,-5.0231120346073,NA,-43.758197988219,-30.09863959502,-42.9409423046524,NA,-34.5979913767399,-9.7425924393593
530,NA,-7.6331733614583,-5.0011441297628,NA,-44.8511827624848,-33.913030045345,-44.2414589330402,NA,-37.8838579338996,-11.1340715637625
531,NA,-11.5228765797524,-5.0000001550498,NA,-45.8547210380354,-36.5714914268419,-46.8762873674756,NA,-41.4967068163492,-14.2926054758302
532,NA,-14.3587076656294,-5.0058551484221,NA,-42.9403128390438,-34.7038173947842,-47.2247340800893,NA,-40.519207166261,-13.8226694984836
533,NA,-16.9450508382814,NA,-5.0017804482734,-38.8138474462601,-35.6489255021093,-48.9687487137104,NA,-40.4469356177248,-13.7486017054273
534,NA,-18.5876129199992,NA,-5.0003843408215,-35.2578491317111,-28.196720863787,-47.6592254759608,NA,-38.6405902565655,-13.8480388254095
535,NA,-22.7958093935916,NA,-5.0037541656406,-38.3608897247844,-29.678259254173,-47.5080226832835,NA,-40.1408439854783,-15.30825556646
536,NA,-28.3629005746338,NA,-5.0014142381605,-38.338175597866,-27.6883023308849,-47.5081459341403,NA,-43.0275134237124,-17.4182407684171
537,NA,-34.074007786337,NA,-5.000236493825,-40.8741492950483,-32.0154431415394,-50.1015285243025,NA,-45.3866522370786,-22.6346812907591
538,NA,-36.6709926363864,NA,-5.0017016864101,-38.8015745003081,-33.8745116777998,-50.9692300124035,NA,-47.0522783917048,-23.7258320630672
539,NA,-38.6833574914343,NA,-5.0054554910446,-40.915002093592,-36.7772631945854,-48.5703575073999,NA,-45.9169182924012,-24.2072170878728
540,NA,-40.654590281212,NA,-5.0003458766042,-43.44224220832,-41.948615571055,-48.8833800254144,NA,-45.6711398560737,-25.436408200261
541,NA,-39.8919847271876,NA,-5.0396228607377,-43.2824349483871,-25.3379900556271,-46.9231967765319,NA,-41.2217065383834,-21.8293369275316
542,NA,-41.6990399761244,NA,-5.0006258267609,-43.4613944075016,-27.0526446043929,-43.7321819577587,NA,-42.495356949721,-22.2916741069058
543,NA,-42.1753390440567,NA,-5.0012185812236,-41.0619222108711,-28.0414606326616,-45.600617365065,NA,-39.2533030284819,-20.07095925083
544,NA,-44.0917162753977,NA,-5.0173365436007,-39.2256580944576,-32.2396997933369,-42.9930844628699,NA,-35.8342076881144,-18.1932679342847
545,NA,-48.2446419768308,NA,-5.017336544084,-38.4548261137641,-30.4093657602698,-39.1455763486287,NA,-29.2981981364562,-17.7287029822018
546,NA,-53.3063712310653,NA,-5.0190894366725,-39.2532402551718,-22.0664543776642,-37.9922501737442,NA,-27.534549000978,-14.4189966986432
547,NA,-57.4809816468605,NA,-5.0127081666361,-40.522562184022,-15.7458204123408,-40.4234549086719,NA,-27.3878310162734,-19.7786205729204
548,NA,-63.4659602336369,NA,-5.0371813208093,-40.2941060792403,-11.5654732490142,-40.0824756413287,NA,-25.1773596249145,-21.5042628609634
549,NA,-68.8854456646377,NA,-5.0288575346271,-39.2362891043741,-5.798104784612,-39.3779071720843,NA,-23.8262685005709,-13.6348060953616
550,NA,-74.2170481443376,NA,-5.0227192926643,-38.6976107447551,-8.1237625313791,-38.5779736067623,NA,-23.7865114621408,-16.7140033567761
551,NA,-77.9505758674053,NA,-5.0008390632492,-36.9480038475152,-11.3274177724358,-37.0193931103926,NA,-22.1623428879169,-13.5591324924087
552,NA,-79.6245707073009,NA,-5.0255800709698,-36.4205697055523,-10.6703252061078,-37.9121019648372,NA,-20.1877208358211,-12.7661307888028
553,NA,-79.4272385441992,NA,-6.7564938225772,-33.0366964087996,-5.0492550133853,-33.4588700256278,NA,-17.7414016802337,-8.5222363756299
554,NA,-82.6525234648788,NA,-6.1099447569906,-33.0613799337424,-5.0101543121743,-29.6434175938098,NA,-18.8217614030738,-9.5814049452329
555,NA,-86.2041361252897,NA,-5.5483141008871,-33.1954930930818,-5.0092814785398,-24.6056656097282,NA,-19.6615027633947,-11.4621310152072
556,NA,-89.8885629968653,NA,-8.6201416500086,-29.3418134612698,-5.0232933944755,-25.7797572666715,NA,-21.8143175116704,-13.8890091279722
557,NA,-94.1502219064017,NA,-10.3596928625012,-31.1786911993527,-5.0125191608374,-25.9177770082096,NA,-25.4905022672112,-18.210345811928
558,NA,-97.6818363354833,NA,-10.94346577625,-35.2388906756422,-5.0125191633416,-24.4829939613777,NA,-28.0850843155768,-20.453872348661
559,NA,-100.844224237705,NA,-13.6201394277375,-38.3538194802607,-5.0091196164655,-24.0064089678841,NA,-31.217998588427,-23.6879128591808
560,NA,-103.396262748176,NA,-16.1494919427254,-38.7702610088641,-5.0024899536888,-19.9074789141726,NA,-31.6424434582586,-23.8044406867537
561,NA,-105.989238532414,NA,-17.6406218190653,-37.4125379495504,-5.0098706028796,-22.4834896850291,NA,-31.7774145976424,-25.5085514432121
562,NA,-106.229986695801,NA,-18.1525037622138,-33.6798020750176,-5.0010987506726,-20.8777978284627,NA,-31.4906195831029,-25.1675883726813
563,NA,-108.106922656579,NA,-20.3851988814899,-31.4771143387961,-5.0128218134489,-19.0240146120875,NA,-30.6148128703627,-24.7577324681184
564,NA,-116.701218618277,NA,-22.5070883783132,-32.6736115014962,-5.2042620716313,-18.5676944192875,NA,-33.1226060113151,-26.7604082732828
565,NA,-129.042338710599,NA,-26.3044127149151,-35.3895579777338,-5.1249090639223,-22.106535536146,NA,-38.7448461237247,-31.8012039512444
566,NA,-142.393815953807,NA,-28.630822162623,-41.2551397962712,-5.2708483389313,-23.978930037252,NA,-44.6105073353677,-36.4349633591157
567,NA,-158.994454366585,NA,-37.7749070188872,-46.5410935990206,-5.2206733853667,-30.6670552123866,NA,-54.2529109756016,-44.9324477392367
568,NA,-170.589505258591,NA,-36.2476982475751,-50.3462814132869,-5.2276901269601,-32.6498862254701,NA,-59.2734271870743,-48.6284105853435
569,NA,-184.306134573916,NA,-49.5250996752468,-56.3754155949647,-5.1483727441901,-36.9344413697504,NA,-65.9479305800477,-54.5785306828634
570,NA,-194.569004780155,NA,-52.1193867871406,-57.2023646954932,-5.041091953769,-39.0388889208103,NA,-66.8570155045327,-55.021270355375
571,NA,-200.916068625132,NA,-49.5511458634951,-49.1660116381297,-5.0406290496406,-39.9769015733864,NA,-63.2760212004468,-51.5015432784492
572,NA,-205.235404746486,NA,-47.9451539813308,-46.4177195770387,-5.0000026090405,-34.8643294967959,NA,-58.2832987598682,-48.8317328570569
573,NA,-201.822089238596,NA,-45.3142399361761,-40.7295742124881,-5.0120786578527,-27.4155661339911,NA,-48.6935604631297,-39.9562935115568
574,NA,-200.644996245509,NA,-49.2307176531246,-35.1546810316491,-5.0094979402746,-23.6331624422089,NA,-42.879834284742,-36.5302272594665
575,NA,-203.962505112763,NA,-55.7839251043796,-33.6528576444893,-5.0063484948706,-23.2579895108247,NA,-38.0883608610701,-33.5459590766579
576,NA,-199.165546491798,NA,-55.2647677477711,-27.6610035199693,-5.0371910357394,-14.3112970897977,NA,-24.8904499542616,-23.271030350557
577,NA,-192.902263352643,NA,-57.8752356765,-21.9951702411452,-5.0292949323279,-5.8414627932298,NA,-10.233039845259,-9.1428256928632
578,NA,-199.814332340023,NA,-71.8806427049232,-24.7264479181431,-14.3213173065163,-6.3781048647397,NA,-5.1560689800156,-5.6451091917747
579,NA,-212.010563010279,NA,-88.0196430594806,-36.6699341931924,-26.8633687482016,-13.9840039075238,NA,-5.1457955696418,-6.8747181636763
580,NA,-222.785882515791,NA,-103.553201043137,-46.5941999306126,-35.3162764696815,-16.9189217900192,NA,-5.1203149568106,-5.4544656242794
581,NA,-237.112269704325,NA,-124.201910516176,-63.6432986141482,-48.9186544505359,-27.2008779958591,NA,-5.2530148183181,-7.9346937663444
